station_mac,manufacturer,bssid,avg_power,total_packets
4A:39:ED:10:37:02,NA,(not associated),-71,1
4A:3A:84:20:6F:1C,NA,(not associated),-57,1
4A:3B:CD:53:02:30,NA,(not associated),-57,1
4A:3D:9B:ED:FD:C6,NA,(not associated),-61,1
4A:45:11:7A:38:41,NA,(not associated),-47,1
4A:47:84:00:B9:DE,NA,(not associated),-51,1
4A:49:DD:81:22:3B,NA,(not associated),-69,1
4A:4A:F9:E0:4C:65,NA,(not associated),-63,1
4A:4B:A6:F6:5A:05,NA,(not associated),-55,1
4A:4E:1A:3D:84:53,NA,(not associated),-65,1
4A:4E:48:EC:6B:EF,NA,(not associated),-59,1
4A:52:D9:07:1C:A3,NA,(not associated),-61,1
4A:55:FE:36:21:06,NA,(not associated),-65,1
4A:59:CE:DE:C3:A2,NA,(not associated),-53,1
4A:5D:24:1D:74:CA,NA,(not associated),-53,1
4A:5D:79:B5:F6:02,NA,(not associated),-67,1
4A:60:8A:2A:9D:2B,NA,(not associated),-47,1
4A:68:EE:DB:13:8E,NA,(not associated),-53,1
4A:6C:9F:12:47:64,NA,(not associated),-65,1
4A:6C:A5:2F:0E:58,NA,(not associated),-67,1
4A:6D:05:25:0C:41,NA,(not associated),-55,1
4A:78:5A:EF:78:11,NA,(not associated),-39,1
4A:7E:82:2F:EB:77,NA,(not associated),-71,1
4A:83:C5:37:94:CE,NA,(not associated),-67,1
4A:85:D3:E5:50:F5,NA,(not associated),-57,1
4A:85:D5:71:55:80,NA,(not associated),-65,1
4A:86:6B:F5:2C:1C,NA,(not associated),-57,1
4A:88:70:A9:10:40,NA,(not associated),-63,1
4A:8B:1E:BC:19:B6,NA,(not associated),-65,1
4A:8D:8C:F4:1F:EA,NA,(not associated),-69,1
4A:8D:C0:56:9D:87,NA,(not associated),-43,1
4A:91:A6:F0:53:9A,NA,(not associated),-65,1
4A:92:41:44:78:6C,NA,(not associated),-53,1
4A:9A:D5:89:08:42,NA,(not associated),-47,1
4A:A0:54:84:AA:0C,NA,(not associated),-45,1
4A:A0:7D:0C:21:5D,NA,(not associated),-61,1
4A:A1:8D:DA:E1:E1,NA,(not associated),-55,1
4A:A1:DA:B4:E6:B5,NA,(not associated),-55,1
4A:AA:F4:AC:0A:BA,NA,(not associated),-59,1
4A:AD:A1:F3:7A:77,NA,(not associated),-63,1
4A:AF:FD:3A:45:EC,NA,(not associated),-55,1
4A:B8:64:01:5F:EA,NA,(not associated),-65,1
4A:B8:FA:D3:B2:4F,NA,(not associated),-63,1
4A:BC:13:D4:D3:52,NA,(not associated),-51,1
4A:C1:B8:4C:15:E0,NA,(not associated),-61,1
4A:C3:64:FB:34:96,NA,(not associated),-67,1
4A:C5:C9:68:C2:DC,NA,(not associated),-67,1
4A:C7:51:CD:43:7C,NA,(not associated),-73,1
4A:CC:71:71:94:DE,NA,(not associated),-49,1
4A:CC:BE:71:74:46,NA,(not associated),-53,1
4A:D1:2E:EC:E2:A2,NA,(not associated),-65,1
4A:D2:60:73:A6:7A,NA,(not associated),-59,1
4A:D5:62:6E:19:C7,NA,(not associated),-67,1
4A:D8:21:DA:07:BA,NA,(not associated),-59,1
4A:D9:A1:A4:26:8A,NA,(not associated),-51,1
4A:DA:97:F4:40:5E,NA,(not associated),-57,1
4A:DB:7E:91:3D:02,NA,(not associated),-63,1
4A:DC:86:32:B4:81,NA,(not associated),-63,1
4A:DC:D2:8C:8E:0F,NA,(not associated),-57,1
4A:DD:D3:A0:4F:A4,NA,(not associated),-55,1
4A:DF:33:5E:10:0E,NA,(not associated),-45,1
4A:E0:73:C8:2E:BE,NA,(not associated),-63,1
4A:E2:AE:1A:0B:3D,NA,(not associated),-55,1
4A:E2:B4:E5:23:B2,NA,(not associated),-55,1
4A:E4:C8:D5:40:BA,NA,(not associated),-41,1
4A:E5:19:A9:A0:30,NA,(not associated),-45,1
4A:E6:AF:DF:89:11,NA,(not associated),-61,1
4A:F5:7D:39:55:D8,NA,(not associated),-67,1
4A:F7:F6:2C:F9:C2,NA,(not associated),-61,1
4A:F9:9A:91:DB:9C,NA,(not associated),-47,1
4A:FB:25:13:42:CB,NA,(not associated),-57,1
4A:FE:F9:0F:E8:25,NA,(not associated),-51,1
4E:07:4E:18:C9:CF,NA,(not associated),-53,1
4E:0B:65:AC:D5:4E,NA,(not associated),-53,1
4E:0D:44:23:08:28,NA,(not associated),-55,1
4E:0E:22:DB:DF:CE,NA,(not associated),-59,1
4E:0E:66:DE:DB:62,NA,(not associated),-59,1
4E:12:63:92:CD:BD,NA,(not associated),-61,1
4E:12:93:66:14:27,NA,(not associated),-65,1
4E:19:3A:81:4A:78,NA,(not associated),-33,1
4E:1A:33:0D:3B:F1,NA,(not associated),-57,1
4E:1B:18:82:51:D6,NA,(not associated),-53,1
4E:1D:1C:3D:1C:77,NA,(not associated),-55,1
4E:1D:9B:CF:40:8D,NA,(not associated),-63,1
4E:1E:43:34:84:BD,NA,(not associated),-33,1
4E:1E:F9:78:DE:24,NA,(not associated),-67,1
4E:24:2B:A9:0F:30,NA,(not associated),-43,1
4E:27:5E:6A:68:AD,NA,(not associated),-59,1
4E:2C:2D:A8:B2:7A,NA,(not associated),-59,1
4E:30:B3:17:8D:D6,NA,(not associated),-67,1
4E:31:35:CC:BF:87,NA,(not associated),-63,1
4E:47:C3:11:D1:2B,NA,(not associated),-63,1
4E:48:0A:5F:C5:A9,NA,(not associated),-41,1
4E:4E:76:DC:4E:06,NA,(not associated),-61,1
4E:51:45:AD:7D:26,NA,(not associated),-57,1
4E:52:90:06:44:65,NA,(not associated),-69,1
4E:53:59:AC:40:22,NA,(not associated),-57,1
4E:56:9A:C7:7A:ED,NA,(not associated),-61,1
4E:59:2B:09:C3:81,NA,(not associated),-61,1
4E:59:3C:95:66:9A,NA,(not associated),-61,1
4E:59:E4:2F:0B:48,NA,(not associated),-71,1
4E:5C:FA:22:6D:E2,NA,(not associated),-53,1
4E:61:B3:50:FD:51,NA,(not associated),-41,1
4E:61:F3:A6:F6:F2,NA,(not associated),-35,1
4E:67:72:22:CE:1A,NA,(not associated),-55,1
4E:67:FD:0E:FD:B4,NA,(not associated),-57,1
4E:6B:25:F7:F2:3D,NA,(not associated),-49,1
4E:6C:7C:76:FF:18,NA,(not associated),-57,1
4E:6C:EF:4D:07:9B,NA,(not associated),-63,1
4E:6D:3C:F1:AC:E5,NA,(not associated),-51,1
4E:6E:59:85:DF:D4,NA,(not associated),-67,1
4E:6E:84:91:99:83,NA,(not associated),-67,1
4E:6E:B4:66:E5:F9,NA,(not associated),-63,1
4E:70:85:F5:27:2B,NA,(not associated),-69,1
4E:73:63:53:49:D5,NA,(not associated),-49,1
4E:73:81:DD:44:8A,NA,(not associated),-61,1
4E:7D:70:3E:78:B8,NA,(not associated),-51,1
4E:83:6C:67:15:A8,NA,(not associated),-71,1
4E:85:59:10:D2:8B,NA,(not associated),-41,1
4E:89:8B:29:D3:AD,NA,(not associated),-63,1
4E:95:82:04:4E:73,NA,(not associated),-63,1
4E:97:58:F3:B9:22,NA,(not associated),-49,1
4E:98:10:4D:D2:5A,NA,(not associated),-69,1
4E:99:7B:55:6E:9C,NA,(not associated),-65,1
4E:9A:40:F1:61:36,NA,(not associated),-69,1
4E:9B:23:55:BB:A7,NA,(not associated),-53,1
4E:9C:7C:5A:88:DC,NA,(not associated),-55,1
4E:9D:83:92:2D:2D,NA,(not associated),-76,1
4E:9E:3A:05:E0:F2,NA,(not associated),-53,1
4E:9F:23:E8:32:A0,NA,(not associated),-59,1
4E:9F:68:C0:7E:CC,NA,(not associated),-51,1
4E:A1:9A:B0:66:8F,NA,(not associated),-53,1
4E:AD:9E:9B:31:71,NA,(not associated),-61,1
4E:B3:C8:D0:C8:A2,NA,(not associated),-55,1
4E:B4:53:46:76:AA,NA,(not associated),-65,1
4E:B4:5B:C8:CF:15,NA,(not associated),-41,1
4E:B4:88:29:9C:17,NA,(not associated),-65,1
4E:B4:B8:BB:65:57,NA,(not associated),-55,1
4E:B8:13:7D:31:7A,NA,(not associated),-35,1
4E:B9:05:B5:B9:C2,NA,(not associated),-67,1
4E:C0:02:00:8F:D2,NA,(not associated),-45,1
4E:C2:30:76:50:6E,NA,(not associated),-61,1
4E:C2:8B:2D:70:55,NA,(not associated),-73,1
4E:C2:8C:27:B9:B2,NA,(not associated),-67,1
4E:C5:9A:15:E5:DD,NA,(not associated),-45,1
4E:C9:AA:46:10:05,NA,(not associated),-35,1
4E:CC:67:66:C6:3E,NA,(not associated),-73,1
4E:CD:04:A2:FF:D2,NA,(not associated),-67,1
4E:CE:B9:B1:4A:7F,NA,(not associated),-57,1
4E:CF:33:1F:98:2B,NA,(not associated),-59,1
4E:D1:C4:C6:F8:0A,NA,(not associated),-55,1
4E:D6:79:65:A8:55,NA,(not associated),-61,1
4E:E0:C4:61:6F:BF,NA,(not associated),-45,1
4E:E9:91:EE:52:50,NA,(not associated),-61,1
4E:ED:47:A9:22:8B,NA,(not associated),-59,1
4E:EF:10:5C:17:00,NA,(not associated),-65,1
4E:EF:FA:AB:7B:DD,NA,(not associated),-53,1
4E:F3:38:37:4C:4F,NA,(not associated),-67,1
4E:F7:61:1E:00:09,NA,(not associated),-59,1
4E:FA:57:EE:3F:28,NA,(not associated),-49,1
4E:FC:0B:01:A6:A0,NA,(not associated),-69,1
4E:FC:E4:4C:09:02,NA,(not associated),-69,1
52:01:03:04:FB:09,NA,(not associated),-57,1
52:02:78:37:5D:F2,NA,(not associated),-67,1
52:04:BD:84:52:06,NA,(not associated),-51,1
52:06:0C:67:5C:3F,NA,(not associated),-57,1
52:08:18:65:3B:BB,NA,(not associated),-39,1
52:08:5D:C1:EC:B7,NA,(not associated),-61,1
52:0A:82:7D:42:D5,NA,(not associated),-49,1
52:0C:5C:5E:E1:F5,NA,(not associated),-65,1
52:0E:22:9D:A2:D0,NA,(not associated),-69,1
52:11:09:17:32:83,NA,(not associated),-65,1
52:15:A7:55:B5:7B,NA,(not associated),-55,1
52:16:1E:12:8F:DA,NA,(not associated),-45,1
52:1B:62:00:95:14,NA,(not associated),-43,1
52:1F:5F:90:F8:43,NA,(not associated),-63,1
52:1F:B4:DA:E9:9F,NA,(not associated),-43,1
52:28:7E:46:12:72,NA,(not associated),-59,1
52:32:3E:54:38:E4,NA,(not associated),-67,1
52:35:14:16:4A:45,NA,(not associated),-71,1
52:43:A2:9B:91:C1,NA,(not associated),-65,1
52:4E:14:D4:B2:FD,NA,(not associated),-67,1
52:50:7C:B1:CA:A9,NA,(not associated),-65,1
52:5A:6C:BF:14:F4,NA,(not associated),-69,1
52:5D:B3:07:60:A0,NA,(not associated),-79,1
52:63:1C:5B:E2:29,NA,(not associated),-39,1
52:67:10:2C:3C:B7,NA,(not associated),-53,1
52:69:06:35:41:AA,NA,(not associated),-63,1
52:75:90:82:8A:EE,NA,(not associated),-59,1
52:76:16:D7:6A:B1,NA,(not associated),-67,1
52:77:D3:8D:EA:79,NA,(not associated),-57,1
52:78:1D:3C:DD:12,NA,(not associated),-63,1
52:7A:01:15:2E:30,NA,(not associated),-55,1
52:7C:5A:2E:97:61,NA,(not associated),-37,1
52:80:2C:CA:7E:11,NA,(not associated),-59,1
52:84:22:FA:83:47,NA,(not associated),-53,1
52:84:89:D5:CA:78,NA,(not associated),-61,1
52:86:F0:7F:B2:FE,NA,(not associated),-51,1
52:87:81:F9:E8:DC,NA,(not associated),-67,1
52:87:AF:AB:AC:2A,NA,(not associated),-49,1
52:88:FA:00:90:8F,NA,(not associated),-67,1
52:8C:3D:43:8E:F4,NA,(not associated),-65,1
52:92:80:86:B2:04,NA,(not associated),-55,1
52:94:4B:30:8C:C8,NA,(not associated),-47,1
52:95:18:70:8C:2C,NA,(not associated),-61,1
52:96:86:57:2F:17,NA,(not associated),-61,1
52:9D:08:39:77:EE,NA,(not associated),-57,1
52:9D:1C:F3:70:98,NA,(not associated),-59,1
52:A4:3B:ED:85:A9,NA,(not associated),-59,1
52:A8:22:A8:87:0B,NA,(not associated),-63,1
52:AB:56:B8:C1:DD,NA,(not associated),-59,1
52:AB:88:94:65:EB,NA,(not associated),-47,1
52:AC:F8:CB:10:C1,NA,(not associated),-65,1
52:B2:14:78:B5:48,NA,(not associated),-57,1
52:B4:4F:66:C5:73,NA,(not associated),-63,1
52:B4:73:2E:94:90,NA,(not associated),-43,1
52:B5:D3:BA:0E:4E,NA,(not associated),-57,1
52:B6:07:F8:50:3C,NA,(not associated),-59,1
52:B8:2E:78:8C:72,NA,(not associated),-39,1
52:B9:9D:5C:B8:1E,NA,(not associated),-65,1
52:BB:3C:86:E7:E4,NA,(not associated),-55,1
52:BB:C2:2E:4F:9C,NA,(not associated),-77,1
52:C8:0B:54:04:DB,NA,(not associated),-67,1
52:CA:0E:F0:EC:78,NA,(not associated),-59,1
52:CA:1F:56:D7:6D,NA,(not associated),-61,1
52:CA:70:7C:CC:72,NA,(not associated),-59,1
52:CB:33:8E:14:71,NA,(not associated),-53,1
52:CB:F2:12:D6:51,NA,(not associated),-63,1
52:D0:D7:9C:CA:C5,NA,(not associated),-61,1
52:D1:27:6E:12:7F,NA,(not associated),-55,1
52:D7:3E:08:B7:BE,NA,(not associated),-63,1
52:D8:9C:9D:49:C2,NA,(not associated),-65,1
52:DB:F6:2B:CA:DD,NA,(not associated),-55,1
52:E2:6A:50:FA:43,NA,(not associated),-47,1
52:E5:D6:47:AD:2E,NA,(not associated),-49,1
52:E7:93:4B:F1:98,NA,(not associated),-55,1
52:E7:B8:F5:C9:3A,NA,(not associated),-65,1
52:E8:16:5E:57:6F,NA,(not associated),-49,1
52:EA:20:8A:25:E5,NA,(not associated),-59,1
52:F1:D4:6E:2E:A8,NA,(not associated),-57,1
52:F4:11:30:8E:18,NA,(not associated),-61,1
52:F8:37:CB:7E:A2,NA,(not associated),-65,1
52:FF:26:F0:D6:02,NA,(not associated),-65,1
52:FF:E9:67:0D:37,NA,(not associated),-69,1
56:00:4E:10:73:37,NA,(not associated),-69,1
56:0A:2B:33:FD:8B,NA,(not associated),-61,1
56:0B:5D:64:2A:0C,NA,(not associated),-61,1
56:0C:2B:34:7C:D8,NA,(not associated),-37,1
56:0E:BB:19:1E:F8,NA,(not associated),-51,1
56:10:D3:07:2C:EE,NA,(not associated),-49,1
56:12:42:63:D0:C9,NA,(not associated),-67,1
56:12:E2:35:75:B1,NA,(not associated),-37,1
56:15:EB:44:CE:68,NA,(not associated),-63,1
56:1B:EF:27:A0:7D,NA,(not associated),-67,1
56:1E:E7:99:2B:36,NA,(not associated),-53,1
56:1F:96:36:BE:87,NA,(not associated),-59,1
56:1F:DC:DD:7D:9C,NA,(not associated),-43,1
56:20:8E:C9:23:2D,NA,(not associated),-53,1
56:25:24:C6:9C:45,NA,(not associated),-67,1
56:26:A0:7D:30:FD,NA,(not associated),-39,1
56:28:E4:B9:50:2A,NA,(not associated),-61,1
56:29:AF:8B:F6:A0,NA,(not associated),-59,1
56:2C:74:76:4E:DC,NA,(not associated),-57,1
56:2D:9D:87:81:11,NA,(not associated),-73,1
56:30:C7:A6:9C:17,NA,(not associated),-49,1
56:31:16:85:0E:A0,NA,(not associated),-51,1
56:33:08:D7:E3:80,NA,(not associated),-51,1
56:33:19:3C:77:3B,NA,(not associated),-63,1
56:33:89:7A:5F:4C,NA,(not associated),-47,1
56:39:14:1F:13:00,NA,(not associated),-63,1
56:3E:D6:80:42:8E,NA,(not associated),-65,1
56:3F:21:02:ED:95,NA,(not associated),-57,1
56:44:5D:17:89:E2,NA,(not associated),-63,1
56:4A:CC:9F:93:79,NA,(not associated),-59,1
56:4F:37:AE:09:EF,NA,(not associated),-49,1
56:51:69:2C:72:18,NA,(not associated),-65,1
56:52:C4:61:69:43,NA,(not associated),-57,1
56:57:7A:5C:71:A5,NA,(not associated),-65,1
56:58:4D:44:FE:04,NA,(not associated),-43,1
56:59:A0:89:86:35,NA,(not associated),-55,1
56:5B:56:86:3F:6D,NA,(not associated),-53,1
56:5C:A9:38:6A:A5,NA,(not associated),-43,1
56:5E:90:F5:35:7A,NA,(not associated),-57,1
56:60:51:48:6E:57,NA,(not associated),-51,1
56:60:54:62:E8:EF,NA,(not associated),-37,1
56:60:A1:3C:F9:85,NA,(not associated),-63,1
56:63:1F:DF:40:A8,NA,(not associated),-33,1
56:66:59:FF:D8:E0,NA,(not associated),-61,1
56:66:98:07:72:37,NA,(not associated),-59,1
56:67:75:4E:22:4A,NA,(not associated),-57,1
56:68:82:DF:7B:E0,NA,(not associated),-43,1
56:69:0B:C8:66:B6,NA,(not associated),-53,1
56:69:E0:32:20:14,NA,(not associated),-67,1
56:69:F9:03:1E:8E,NA,(not associated),-55,1
56:75:0C:36:CF:A5,NA,(not associated),-65,1
56:78:39:39:98:DF,NA,(not associated),-59,1
56:7C:05:80:46:CA,NA,(not associated),-55,1
56:7D:B5:8B:C4:11,NA,(not associated),-65,1
56:7E:7F:BE:72:7D,NA,(not associated),-51,1
56:7E:B9:A5:0B:20,NA,(not associated),-59,1
56:7F:E7:C3:42:43,NA,(not associated),-63,1
56:82:C1:6A:6D:85,NA,(not associated),-53,1
56:84:6D:D3:68:26,NA,(not associated),-53,1
56:84:A6:5A:CE:C7,NA,(not associated),-67,1
56:8D:C4:9C:F4:39,NA,(not associated),-35,1
56:8E:EB:5D:26:CC,NA,(not associated),-49,1
56:90:2F:BA:19:96,NA,(not associated),-57,1
56:94:0D:8B:1F:05,NA,(not associated),-59,1
56:94:0F:87:D6:93,NA,(not associated),-61,1
56:95:4F:9F:87:8C,NA,(not associated),-57,1
56:9A:D5:E2:0C:13,NA,(not associated),-51,1
56:9B:97:C7:29:30,NA,(not associated),-73,1
56:9C:C5:BA:C4:A3,NA,(not associated),-43,1
56:9F:73:F2:42:95,NA,(not associated),-59,1
56:A2:29:5E:5E:E3,NA,(not associated),-63,1
56:A2:B5:4F:27:0E,NA,(not associated),-67,1
56:A8:E6:C0:D4:E4,NA,(not associated),-67,1
56:A9:B7:BE:8A:ED,NA,(not associated),-57,1
56:A9:CE:41:4B:30,NA,(not associated),-71,1
56:A9:FE:A0:1D:17,NA,(not associated),-45,1
56:AC:65:50:7E:F5,NA,(not associated),-55,1
56:B0:99:C3:7B:3A,NA,(not associated),-59,1
56:B7:FB:29:20:05,NA,(not associated),-55,1
56:B8:71:FD:E1:0C,NA,(not associated),-59,1
56:B9:5D:0C:B1:83,NA,(not associated),-61,1
56:C1:72:D3:39:1D,NA,(not associated),-53,1
56:C1:CC:EA:C7:84,NA,(not associated),-39,1
56:C5:FE:0C:9C:A4,NA,(not associated),-59,1
56:C9:90:B0:85:66,NA,(not associated),-59,1
56:CA:80:86:28:C4,NA,(not associated),-61,1
56:CA:9E:31:31:07,NA,(not associated),-57,1
56:CB:16:67:1F:D1,NA,(not associated),-53,1
56:CE:64:09:2F:87,NA,(not associated),-71,1
56:D1:92:9B:14:AB,NA,(not associated),-49,1
56:D5:AF:90:41:06,NA,(not associated),-67,1
56:DB:2E:10:45:A1,NA,(not associated),-61,1
56:DC:26:C7:BC:9A,NA,(not associated),-59,1
56:DE:BF:46:36:B0,NA,(not associated),-61,1
56:E4:B7:77:F7:F3,NA,(not associated),-61,1
56:E5:35:59:A5:0B,NA,(not associated),-69,1
56:E5:91:E9:FE:CE,NA,(not associated),-59,1
56:E9:0D:24:68:05,NA,(not associated),-65,1
56:EB:EC:21:A4:47,NA,(not associated),-55,1
56:ED:03:6A:C6:B6,NA,(not associated),-57,1
56:EE:1E:3D:55:F2,NA,(not associated),-55,1
56:F3:03:D2:44:E6,NA,(not associated),-47,1
56:F3:95:7D:6E:8F,NA,(not associated),-67,1
56:F5:BD:FC:03:8C,NA,(not associated),-61,1
56:F7:DE:25:CA:2E,NA,(not associated),-63,1
56:F9:C4:2C:42:DC,NA,(not associated),-53,1
56:FC:2D:AE:74:34,NA,(not associated),-59,1
56:FF:50:CC:31:01,NA,(not associated),-53,1
5A:00:3F:68:CF:AB,NA,(not associated),-67,1
5A:02:93:0A:2F:AA,NA,(not associated),-57,1
5A:08:D5:9F:B7:C1,NA,(not associated),-53,1
5A:0E:9B:BA:CA:42,NA,(not associated),-55,1
5A:21:1F:99:2C:12,NA,(not associated),-39,1
5A:22:42:C1:74:42,NA,(not associated),-69,1
5A:26:78:CE:6E:99,NA,(not associated),-57,1
5A:29:7B:0A:80:DF,NA,(not associated),-67,1
5A:30:47:B4:70:90,NA,(not associated),-65,1
5A:3E:B2:CA:22:0C,NA,(not associated),-39,1
5A:3E:D5:D3:CC:CB,NA,(not associated),-63,1
5A:43:B1:09:D7:FD,NA,(not associated),-69,1
5A:45:6D:0D:CC:8F,NA,(not associated),-71,1
5A:46:DC:1B:98:E0,NA,(not associated),-63,1
5A:49:3F:10:86:C0,NA,(not associated),-67,1
5A:4C:12:8D:88:6F,NA,(not associated),-65,1
5A:4D:F8:47:A4:3B,NA,(not associated),-53,1
5A:50:3C:4F:C2:A8,NA,(not associated),-41,1
5A:56:7F:D4:5F:38,NA,(not associated),-67,1
5A:5A:AC:A8:29:38,NA,(not associated),-65,1
5A:5B:75:1F:F4:C6,NA,(not associated),-71,1
5A:62:91:D4:5F:94,NA,(not associated),-55,1
5A:62:E5:58:40:A1,NA,(not associated),-53,1
5A:67:18:77:12:21,NA,(not associated),-57,1
5A:6A:29:6C:05:BF,NA,(not associated),-59,1
5A:6C:7C:24:04:F2,NA,(not associated),-65,1
5A:70:12:ED:94:EB,NA,(not associated),-53,1
5A:70:51:36:6A:4F,NA,(not associated),-57,1
5A:70:7A:94:E2:CD,NA,(not associated),-41,1
5A:72:1E:7D:4F:61,NA,(not associated),-67,1
5A:78:26:B3:AD:D2,NA,(not associated),-65,1
5A:79:67:D3:49:BF,NA,(not associated),-47,1
5A:79:BE:75:70:4E,NA,(not associated),-73,1
5A:86:75:71:3E:27,NA,(not associated),-55,1
5A:86:C7:E7:CE:7C,NA,(not associated),-59,1
5A:8A:BE:11:23:C2,NA,(not associated),-51,1
5A:8B:63:5C:95:4A,NA,(not associated),-61,1
5A:8F:53:A5:84:5C,NA,(not associated),-63,1
5A:94:ED:16:8A:B5,NA,(not associated),-65,1
5A:95:70:DB:DE:23,NA,(not associated),-61,1
5A:96:4E:40:DE:2B,NA,(not associated),-73,1
5A:96:E7:58:1D:A1,NA,(not associated),-51,1
5A:97:CC:59:ED:BD,NA,(not associated),-47,1
5A:97:CE:D1:C3:67,NA,(not associated),-63,1
5A:9B:9A:C3:09:78,NA,(not associated),-45,1
5A:A1:A8:09:5C:E7,NA,(not associated),-59,1
5A:A1:F8:5A:32:3E,NA,(not associated),-55,1
5A:A3:1E:8F:B1:91,NA,(not associated),-61,1
5A:A3:23:BA:28:EF,NA,(not associated),-55,1
5A:A5:0F:E9:4F:CA,NA,(not associated),-59,1
5A:AB:CF:0D:96:8C,NA,(not associated),-57,1
5A:AB:CF:56:DE:1C,NA,(not associated),-55,1
5A:AB:CF:8E:CC:C5,NA,(not associated),-51,1
5A:AB:CF:A0:9F:96,NA,(not associated),-59,1
5A:AB:CF:A9:F1:B1,NA,(not associated),-47,1
5A:AB:CF:AE:EE:A5,NA,(not associated),-45,1
5A:AF:E5:50:5C:FA,NA,(not associated),-71,1
5A:B3:E1:89:32:94,NA,(not associated),-65,1
5A:B7:4D:97:78:FC,NA,(not associated),-45,1
5A:B9:E1:FF:66:F5,NA,(not associated),-39,1
5A:BA:C6:E1:4E:E5,NA,(not associated),-55,1
5A:BA:E3:AD:7D:5B,NA,(not associated),-45,1
5A:BC:98:82:AE:EF,NA,(not associated),-55,1
5A:BC:C4:F6:F8:D9,NA,(not associated),-45,1
5A:BE:03:1F:F5:3E,NA,(not associated),-59,1
5A:C2:1B:D2:0D:59,NA,(not associated),-59,1
5A:C4:B1:BB:86:80,NA,(not associated),-51,1
5A:C6:8F:75:D1:36,NA,(not associated),-67,1
5A:C6:D7:F8:D4:CF,NA,(not associated),-65,1
5A:C9:36:CB:92:07,NA,(not associated),-59,1
5A:CB:86:29:E8:8E,NA,(not associated),-57,1
5A:D2:0B:2E:90:AD,NA,(not associated),-73,1
5A:DA:4B:49:6D:E7,NA,(not associated),-63,1
5A:E0:02:21:FE:F0,NA,(not associated),-63,1
5A:E4:95:E2:1B:6A,NA,(not associated),-63,1
5A:E6:FC:A5:CD:23,NA,(not associated),-65,1
5A:E7:D9:62:8E:27,NA,(not associated),-65,1
5A:EA:70:15:69:64,NA,(not associated),-57,1
5A:EE:69:E3:B5:58,NA,(not associated),-51,1
5A:EE:C7:EB:FC:29,NA,(not associated),-53,1
5A:F4:35:AC:E2:77,NA,(not associated),-65,1
5A:F6:D5:2A:32:68,NA,(not associated),-65,1
5A:FA:BA:E2:FB:49,NA,(not associated),-47,1
5A:FC:3A:2C:03:E4,NA,(not associated),-57,1
5A:FC:AA:8D:76:F2,NA,(not associated),-59,1
5A:FD:DC:3C:A9:8D,NA,(not associated),-37,1
5A:FE:60:23:1D:96,NA,(not associated),-57,1
5C:51:81:37:EA:25,"Samsung Electronics Co.,Ltd",(not associated),-55,1
5E:01:54:85:D0:B6,NA,(not associated),-67,1
5E:01:C2:78:DB:3A,NA,(not associated),-61,1
5E:03:95:30:E5:29,NA,(not associated),-39,1
5E:07:09:0D:67:D4,NA,(not associated),-57,1
5E:07:26:2E:77:C3,NA,(not associated),-53,1
5E:08:47:51:AF:E3,NA,(not associated),-67,1
5E:09:76:76:7E:CC,NA,(not associated),-67,1
5E:0A:32:AE:8D:BA,NA,(not associated),-69,1
5E:0B:EA:7A:78:65,NA,(not associated),-61,1
5E:0B:FF:7E:2F:62,NA,(not associated),-51,1
5E:0E:DB:7E:54:1F,NA,(not associated),-63,1
5E:14:6F:59:AE:6E,NA,(not associated),-51,1
5E:15:09:BB:27:72,NA,(not associated),-65,1
5E:18:F6:18:89:7A,NA,(not associated),-57,1
5E:1A:BC:CC:8F:19,NA,(not associated),-61,1
5E:1D:55:0D:7E:22,NA,(not associated),-51,1
5E:25:8B:9A:D5:A2,NA,(not associated),-49,1
5E:25:CE:AE:ED:BD,NA,(not associated),-65,1
5E:26:5E:0C:F1:C9,NA,(not associated),-63,1
5E:26:A2:F1:8A:FB,NA,(not associated),-43,1
5E:2B:E8:76:85:BC,NA,(not associated),-43,1
5E:2C:52:62:74:9A,NA,(not associated),-59,1
5E:2D:D0:52:04:DA,NA,(not associated),-45,1
5E:2E:87:A4:B0:0E,NA,E8:28:C1:DC:33:12,-1,1
5E:2F:D8:5A:DE:4F,NA,(not associated),-67,1
5E:34:99:36:1D:F6,NA,(not associated),-63,1
5E:38:17:BF:39:76,NA,(not associated),-71,1
5E:38:8D:01:6B:A5,NA,(not associated),-63,1
5E:3C:14:83:5B:63,NA,(not associated),-67,1
5E:3F:1E:DF:96:54,NA,(not associated),-53,1
5E:4B:BC:CE:84:4E,NA,(not associated),-73,1
5E:4B:E3:67:71:98,NA,(not associated),-69,1
5E:4C:2D:95:3B:E8,NA,(not associated),-51,1
5E:4C:FE:F1:AA:36,NA,(not associated),-65,1
5E:54:5E:C4:E4:19,NA,(not associated),-51,1
5E:58:41:E8:F3:85,NA,(not associated),-67,1
5E:5A:71:FD:86:12,NA,(not associated),-55,1
5E:5B:64:E5:7B:E8,NA,(not associated),-69,1
5E:5C:72:83:20:50,NA,(not associated),-55,1
5E:5D:03:D7:7C:DD,NA,(not associated),-67,1
5E:5E:F9:AC:C3:AC,NA,(not associated),-61,1
5E:5F:4E:5D:F5:9B,NA,(not associated),-51,1
5E:61:D2:75:A9:23,NA,(not associated),-59,1
5E:61:D4:DD:07:B0,NA,(not associated),-67,1
5E:63:7A:CB:F9:67,NA,(not associated),-47,1
5E:64:5C:9E:E5:12,NA,(not associated),-57,1
